dataset,x,y
E,52.79209735,51.07339565
E,52.58971986,51.3380902
E,52.02884867,52.1768375
E,52.72924658,51.20176505
E,52.88431329,50.44143545
E,52.50930089,51.41620515
E,50.86268433,17.14563109
E,50.89149225,17.14132373
E,25.8551276,17.08190869
E,26.02564455,16.92501353
E,27.89317272,50.66196341
E,27.63996794,51.39909748
E,27.8926589,50.79528152
E,52.79773294,50.68603709
E,27.58063881,51.52476126
E,26.49139853,17.40539097
E,25.98531782,17.20372213
E,26.20141928,17.09382391
E,25.85756947,17.11384266
E,50.70468436,17.02374454
E,50.81197535,17.11492526
E,50.56484556,17.07777732
E,50.93930391,16.98102188
E,50.45885484,17.03857897
E,52.90136407,50.69056272
E,52.68495344,51.29446922
E,52.50008894,51.59435617
E,51.83563726,52.33576553
E,76.9954121,52.04552865
E,77.31060048,51.74673004
E,77.92604434,50.31866042
E,77.25438834,51.46182482
E,76.2431578,52.12368985
E,77.08448437,51.9671367
E,75.2280532,82.98566202
E,50.65835477,83.11447934
E,50.20336581,82.98265686
E,50.9295477,82.84604113
E,50.17867185,83.18462233
E,50.42269806,82.90990147
E,50.46422483,82.93532841
E,50.44927033,83.96992038
E,49.92838028,82.99366549
E,50.48801364,83.09951912
E,49.96490538,83.7083177
E,50.75210826,82.9019501
E,27.42242921,51.43887623
E,27.6740834,51.30411215
E,27.53739532,51.59365408
E,52.26334738,94.24932783
E,51.73728166,92.97911753
E,75.87096369,88.38644174
E,75.24432621,83.90349738
E,75.19829529,83.46230334
E,75.70104153,82.91945886
E,75.47933966,82.88405139
E,75.19456687,82.93211578
E,74.82025396,82.96238879
E,75.16434049,83.03499717
E,75.26335555,82.9452793
E,77.75641893,51.15177033
E,77.95443505,50.47557897
E,77.08333777,52.15779927
E,76.06355025,52.10465206
E,77.68201632,51.16563781
E,76.87808198,51.8675623
E,76.94850272,51.90751654
E,77.86405471,49.66254553
E,75.77145009,17.11125121
E,52.33156913,51.87886035
E,52.59281837,51.39159152
E,50.47704772,17.04828941
E,75.29647509,17.01565319
E,75.57395413,17.06219214
E,75.40052716,17.04110689
E,75.87099084,17.13489391
E,75.60588476,17.06772306
E,75.89557705,17.16994971
E,75.7465632,17.10571651
E,75.14234148,16.75492389
E,50.66177956,17.07814052
E,50.69985064,17.08518438
E,50.91894087,17.14760476
E,50.72525854,16.90746981
E,51.26387123,17.16234971
E,51.25091965,17.24045586
E,50.78515721,17.18019648
E,50.50139658,17.10577072
E,50.73367454,16.99296341
E,50.71137854,17.08831585
E,50.8127449,16.57271805
E,51.01423296,17.22109553
E,50.35352141,17.06474308
E,50.43552957,17.0651685
E,50.63098196,17.07652235
E,51.0668072,17.20885971
E,50.79235473,17.20421434
E,50.55127806,17.08465518
E,50.55975806,17.09388377
E,75.32597855,15.77189199
E,75.04472578,17.00426226
E,75.28708772,16.17493491
E,75.23996998,17.03184749
E,75.1524592,17.0049424
E,75.96184009,16.69484223
E,75.44806251,17.04514941
E,75.75938382,16.94292965
E,50.3782623,16.94627981
E,50.53363501,17.01958137
E,77.50090732,50.16698595
E,50.69112419,87.51396042
E,49.99039495,83.99735692
E,50.12718203,82.99075
C,55.99303015,79.2772637
C,50.03225379,79.0130712
C,51.28845866,82.43593984
C,51.17053689,79.16529411
C,44.37791453,78.164628
C,45.01027007,77.88086312
C,48.55981672,78.7883706
C,42.14226829,76.88063455
C,41.02697157,76.40958846
C,34.57530901,72.72484118
C,31.16860072,69.24542132
C,32.64425407,70.73255503
C,26.66664565,62.98097121
C,26.45926233,62.63467337
C,25.53800765,60.63023611
C,26.32071119,62.39628112
C,26.16338746,62.0268149
C,25.21379046,60.2733986
C,26.85952956,63.14183467
C,31.76066917,69.79765539
C,39.79329057,75.80796422
C,45.61743919,78.11997023
C,53.77146068,79.30293164
C,56.45143367,79.24710702
C,66.0937202,77.01781826
C,56.92583942,79.20631862
C,58.98825385,78.91725896
C,57.90226605,79.08086782
C,64.81286696,77.48693892
C,60.34979352,78.72944587
C,48.89055576,16.80654352
C,47.54950635,17.07140452
C,30.88943083,26.32903723
C,28.97283572,29.05046892
C,35.16136075,22.78684965
C,45.87036917,17.48939337
C,32.83142061,24.79753815
C,39.48557479,20.03305005
C,33.44618293,24.19064341
C,21.86358128,46.05259335
C,25.16587084,35.76661395
C,22.95947898,51.28770679
C,25.58605524,60.84658336
C,26.31431007,33.2971681
C,33.03730125,24.56446249
C,36.46888948,21.87611447
C,26.5135531,32.91874982
C,36.02709121,22.19543854
C,42.68104041,18.5425362
C,45.04107713,17.73451773
C,47.35241646,17.13474543
C,53.84619403,16.3873181
C,55.12963938,16.35324687
C,52.18811996,16.41821747
C,58.67266308,16.66337243
C,82.1443116,33.19522187
C,75.68657114,24.74151039
C,85.3449645,52.88641987
C,83.84465351,58.61606023
C,85.66476066,45.54275277
C,77.93100493,68.69006188
C,73.03183302,73.12057473
C,70.1028045,75.68320685
C,57.14469469,79.19410259
C,46.96246199,78.666559
C,50.56493381,79.07729855
C,53.71967657,79.30693617
C,54.20023232,79.32500234
C,47.87519834,78.67585343
C,51.47345851,79.159867
C,52.75122222,79.29365993
C,48.562223,78.78238353
C,53.08124169,79.29725077
C,56.47538337,79.1678401
C,49.57091141,79.03812388
C,37.6277033,74.55750434
C,32.26370009,70.3166389
C,32.54238034,70.70241721
C,52.82501719,85.57813388
C,58.52828954,78.97870425
C,56.26583426,79.25293949
C,57.07589242,79.19392254
C,54.25640238,79.31386485
C,62.68567125,78.17474327
C,68.08560586,76.1123175
C,65.11812196,77.39918845
C,68.7456313,75.79005545
C,63.09022514,78.0414095
C,77.20458932,69.31214977
C,82.03390848,62.68186979
C,81.57794592,63.8949255
C,85.18014328,53.78167666
C,84.28682499,57.25616809
C,85.62248671,45.02416586
C,85.60449902,50.76233791
C,84.42478583,38.76141016
C,85.57098508,44.56009644
C,84.6267242,39.48707751
C,73.39615493,22.81624794
C,73.50744773,22.85698876
C,63.35648811,17.72406884
C,72.95904687,22.51149983
C,64.02084165,17.88358125
C,61.12446324,17.11635336
C,75.67420733,24.78250097
C,69.51358316,20.27935789
C,58.57213547,16.64270381
C,70.98194099,21.1458881
C,65.2230304,18.39719512
C,65.31504391,18.3337483
C,64.01024068,17.92447819
C,57.14093593,16.59861054
C,56.36515326,16.32654637
C,43.04618324,18.40255939
C,52.08175556,16.45387453
C,42.87903652,18.48941103
C,51.5669948,16.48571364
C,58.83912512,16.63763522
C,60.75578914,17.03323151
C,54.76115612,16.3661891
C,53.569905,16.33971255
C,48.91461824,16.79863708
C,52.64613731,16.38483638
C,49.83849299,16.67633028
C,52.6840664,16.40796278
C,65.80721903,18.14076495
C,60.67392092,17.05180236
C,63.39471287,17.70053514
C,64.80200945,18.21687863
C,65.02593981,18.2878245
C,65.75555154,18.51621583
C,69.96773412,20.53898878
C,68.89278402,20.03244884
C,61.82654656,17.26965545
C,60.78797008,17.04620486
C,61.91560964,17.28219122
C,45.02899753,17.7244473
C,39.92136281,19.70184953
C,84.79427788,55.56865037
C,55.66295874,83.35647962
C,50.49224751,78.99753207
C,51.46710114,79.20184458
B,51.20389114,83.33977661
B,58.9744699,85.49981761
B,51.87207267,85.82973763
B,48.17993079,85.04511674
B,41.6832004,84.0179406
B,37.8904155,82.567493
B,39.54897369,80.81260177
B,39.64957388,82.66453387
B,34.75059705,80.01109099
B,27.56083529,72.84782559
B,24.63553998,71.61071483
B,20.95946481,66.04149838
B,20.68914905,62.72130521
B,19.28820474,62.06305936
B,20.02450057,61.34262387
B,35.469523,43.11588495
B,36.89432765,47.70655597
B,39.05554978,55.54697371
B,46.95708015,65.24040739
B,37.31045274,45.2587509
B,40.009672,60.98658251
B,48.01438668,65.71281959
B,53.70377593,66.38948204
B,63.06749989,64.03500046
B,62.04803251,63.84586325
B,59.83996671,64.47676444
B,55.16094182,65.23730817
B,61.27978658,65.7664025
B,60.83491753,64.60376971
B,61.52059065,64.79185504
B,36.91654386,41.09524744
B,38.50219967,41.56715562
B,48.66437073,30.68066685
B,50.2852524,30.33792211
B,42.27633267,34.52763612
B,54.03177562,29.67234831
B,37.32935526,39.60204231
B,41.38952255,37.29605623
B,40.07466666,34.6236852
B,35.34968062,47.14107313
B,34.76370042,47.62479992
B,37.02662945,44.46229305
B,36.45556953,40.79184303
B,35.53766421,48.72938687
B,20.40894789,32.20303042
B,23.49571047,25.32246815
B,29.55754336,21.36477746
B,33.00823391,15.98507146
B,53.98039918,29.35098671
B,52.2343086,29.71167299
B,59.50307661,30.66967394
B,41.16378107,34.31575825
B,48.99304012,32.03035884
B,59.26928032,29.64070177
B,45.469177,33.83119273
B,62.69126654,30.29037383
B,73.42867087,48.57785513
B,70.84642611,52.28225333
B,71.53901985,45.52180616
B,67.62086589,38.00655847
B,72.47095256,51.12213482
B,64.81223756,62.81091559
B,60.85367987,65.49914703
B,67.78949616,61.36370155
B,41.60955727,83.84868656
B,53.00302532,84.6747986
B,54.71417106,84.04312807
B,44.29166872,82.90944121
B,49.19172196,85.87622912
B,53.10138178,84.54765869
B,51.59984815,84.81982149
B,54.37972195,84.24035555
B,46.4807681,83.51821167
B,53.17465627,84.26056799
B,45.27200294,85.23707942
B,36.03340215,53.37168776
B,28.27119417,72.84023126
B,25.05480608,71.54859792
B,64.758887,82.31522364
B,63.14452748,85.23669633
B,50.42467869,85.17474759
B,70.64499626,82.43091876
B,63.14904908,83.94685535
B,62.82402452,84.96618595
B,70.23686952,82.17115106
B,70.04273524,80.38502135
B,72.57062345,80.97121843
B,75.13071604,79.98409314
B,83.29390573,70.77843179
B,79.66426228,73.93230972
B,88.43210253,64.624247
B,89.11555901,64.00150664
B,89.09219763,57.76819305
B,91.72600577,52.62335326
B,91.73553876,48.97021089
B,91.50788817,53.31265209
B,88.2390019,31.47743488
B,88.5305192,30.47603101
B,55.36516034,30.44585028
B,62.56025887,30.44713567
B,58.00666912,30.2537213
B,55.06711799,29.0115352
B,61.61477596,29.99439119
B,68.54314354,35.65783217
B,77.70610965,20.30426019
B,68.453046,13.03552859
B,68.25720644,12.38463915
B,70.25547467,13.25038497
B,65.04432528,11.00084148
B,60.09224661,11.87211171
B,52.99202897,9.906668483
B,50.14462898,12.21154309
B,46.50861419,11.20713449
B,43.80703196,11.31894489
B,57.81785469,10.94514243
B,50.94049266,9.691547134
B,63.49732308,11.91406917
B,50.01648295,11.93385209
B,58.63676508,11.97472107
B,54.73028909,11.41288267
B,65.8755478,11.73243636
B,57.06098271,9.920560854
B,46.81990795,10.49465268
B,38.35939487,13.43132262
B,47.31541578,12.85345178
B,55.05191654,11.94998862
B,50.51596026,9.765591622
B,49.67741465,10.38313251
B,67.28065952,14.12865153
B,66.17301826,12.03791702
B,61.08854414,10.08453441
B,66.05308577,13.38022601
B,72.66998927,15.23422594
B,61.5034725,10.82841448
B,68.99502863,13.99431053
B,78.24991617,17.88324091
B,36.48198057,15.16276009
B,50.96774838,29.67977429
B,91.19105361,46.67434284
B,55.86376849,85.33648676
B,49.2805948,84.04882283
B,43.36850154,84.3321772
I,47.69520089,95.24118693
I,44.60997591,93.07583503
I,43.85638148,94.08587177
I,41.5789294,90.30356654
I,49.17741856,96.61053245
I,42.65225098,90.56063973
I,30.12333182,81.14429533
I,31.91551999,79.79041349
I,27.88771936,75.44557599
I,27.54823445,75.16475905
I,20.20977816,67.5166421
I,24.44345283,54.47365512
I,24.63083013,53.3957389
I,21.0379689,49.82929965
I,27.10624293,54.71955315
I,28.08961766,60.51221255
I,31.13573492,61.43191271
I,37.70083752,68.41840528
I,43.3926884,43.59759407
I,51.26239748,49.66650513
I,43.28671292,43.05686032
I,55.90591623,54.25267253
I,50.19895895,52.22502959
I,55.76158737,54.03051724
I,58.32313965,60.03105916
I,70.17145753,70.28222124
I,60.60027647,59.75330888
I,63.76027502,61.18564117
I,54.38949526,53.81190123
I,55.24129699,52.59357463
I,49.07012675,48.89694468
I,46.01811902,46.25772337
I,44.75958744,41.97460661
I,51.60062413,50.03246689
I,36.46588202,35.52418761
I,33.39479873,35.01680131
I,37.58007157,38.8315722
I,36.61972206,36.81141411
I,36.16346644,33.8193142
I,33.16775703,31.24774117
I,42.64498293,40.15432164
I,47.22502527,44.57564662
I,48.392363,50.33152856
I,27.2451932,29.81950745
I,30.40431434,29.07953992
I,30.08079929,27.58802552
I,33.98063397,35.03305815
I,34.25061176,34.44158657
I,51.14118357,20.61832378
I,49.89959207,19.56408354
I,55.58987734,26.29924511
I,55.48205636,22.82746624
I,63.57293938,32.93861761
I,59.02507708,28.32208588
I,62.42377859,33.48659529
I,47.8499077,48.55662465
I,52.26856168,52.8052402
I,68.85102158,39.57343427
I,65.67639603,35.10931543
I,77.74688511,47.37182411
I,80.35293412,47.80029889
I,60.33758649,63.03495933
I,61.65872333,64.10002348
I,71.54503899,72.65771633
I,49.04095664,77.36258327
I,51.88688802,80.11360769
I,57.96898144,85.35604573
I,54.85566465,83.78339767
I,54.13319546,83.79399608
I,51.30882526,80.13639116
I,61.12039438,88.70405291
I,55.56386503,85.81037514
I,55.04412336,83.54141063
I,50.44418532,78.19588831
I,43.827709,71.04705221
I,37.79143238,66.85464103
I,29.29278311,59.79199693
I,32.19209695,60.20065091
I,51.43393552,99.25686729
I,67.46413981,95.99996391
I,65.15070528,92.50263374
I,65.5834277,93.51706094
I,69.28897314,99.57959113
I,81.26944055,80.63594493
I,78.57574484,76.81570309
I,74.1867735,74.34420415
I,72.62220941,74.52696565
I,75.14151959,73.81966846
I,75.16866784,73.90044488
I,85.32420289,55.38857883
I,84.0905076,56.30196801
I,86.25622382,55.83093038
I,92.54879332,42.90190791
I,90.34263451,37.7803861
I,85.8191629,37.57138618
I,90.44181811,40.13311342
I,92.01755908,39.91793113
I,95.26052784,46.00883027
I,41.2902998,42.31155241
I,66.43132432,36.53610974
I,63.98634689,32.71343161
I,61.26968209,29.38572405
I,60.74938919,28.05173634
I,64.65523056,16.61227651
I,68.63828071,18.5080129
I,65.77666516,16.78765607
I,71.13412634,19.38595753
I,63.7231835,14.5214212
I,73.00149407,24.07381254
I,72.4366575,20.57834511
I,68.41276712,19.91312654
I,52.85831502,20.235061
I,53.52995267,24.24191558
I,50.75974105,18.0893946
I,42.53480844,10.16986846
I,41.53039785,13.39629075
I,46.71451799,15.61327447
I,48.45061765,16.21227822
I,59.63261012,7.058037199
I,61.61856825,13.41082272
I,48.83398913,17.72595587
I,45.34265319,13.90881239
I,42.41501229,11.6937811
I,58.93476506,9.369201219
I,60.68362604,10.63264156
I,54.81179837,6.569648703
I,61.58684243,11.02758584
I,59.71600776,11.51909686
I,58.41638401,5.645777483
I,59.24380953,10.54014209
I,56.59436464,8.917344045
I,68.49251322,17.98736343
I,65.00594317,15.91266865
I,63.92103671,15.62096103
I,53.51297054,5.875109528
I,57.83280627,9.222384623
I,31.03291744,28.92814189
I,31.33324409,32.53856948
I,86.40154985,38.74693317
I,47.44211164,98.18430186
I,46.26474134,94.11619216
I,40.16381574,87.44867235
H,52.87202149,97.34322266
H,59.01414449,93.57487487
H,56.37510904,96.30514763
H,37.83919968,94.3594435
H,39.88537342,90.63466208
H,44.07740513,84.1258533
H,31.49702549,67.91256216
H,25.95259655,73.03318035
H,36.43472391,62.29404546
H,24.99748269,75.44156166
H,32.24627514,70.11058684
H,18.10947229,53.70811033
H,21.79609923,49.49952952
H,24.15049107,47.18853353
H,28.6031956,44.2237227
H,20.93199968,51.64623549
H,35.43553253,34.96103816
H,44.37738282,57.68473692
H,46.31369241,55.68559177
H,46.38607392,51.00216454
H,42.49544009,56.90368153
H,44.30051503,58.13295928
H,46.98828335,55.42063673
H,52.42152316,47.86700549
H,64.09099819,68.65098501
H,63.01687176,68.22525891
H,67.30257792,64.41346272
H,67.22595689,62.47641053
H,50.30998872,47.26788186
H,45.41263892,53.87079769
H,54.02060718,47.26989721
H,49.84202225,50.57655229
H,50.71329957,48.77228678
H,55.04555491,45.98627275
H,37.54370126,32.88402447
H,39.79589781,28.44321912
H,28.52339102,39.79666625
H,31.399646,39.26526322
H,39.24156522,33.36141668
H,27.71405657,42.25005163
H,32.96070352,35.82311129
H,35.40473624,31.9391622
H,51.64222642,50.83834068
H,34.20762084,33.59380544
H,36.52348922,35.67104839
H,28.41920213,21.31574825
H,26.16049694,23.04223147
H,40.4353274,27.64007114
H,44.54495531,27.36224262
H,40.1237272,30.07316194
H,42.18480645,28.57367473
H,40.00265929,27.48751
H,57.12523105,42.73901914
H,60.37574497,41.356458
H,55.10589613,46.14905106
H,61.73727102,38.58484401
H,55.74124432,46.65357698
H,58.29640842,41.58319773
H,57.04254822,42.41875774
H,76.77561121,55.2545987
H,71.88707726,59.26699262
H,73.78837307,58.62081212
H,75.13968473,54.24455218
H,64.59631891,65.95251293
H,46.90953863,85.60226116
H,46.9051032,81.56564241
H,49.80698774,82.08502559
H,48.86324182,83.15835749
H,66.7481899,84.00483417
H,62.35976628,90.24365992
H,47.3748965,83.47155552
H,47.44646672,82.62212401
H,53.38528063,78.87113626
H,49.45270777,79.9306028
H,54.80268254,75.36398499
H,37.08824513,60.8572275
H,32.37596192,68.51082046
H,37.47701388,63.78868557
H,52.4066489,96.42541501
H,50.29704327,99.64417917
H,61.56332438,89.86413886
H,61.08656039,89.22435565
H,59.2364904,91.48110058
H,66.15400509,84.11193703
H,67.23133478,85.05564081
H,73.70990687,78.2706109
H,76.58045136,72.89153368
H,78.87658116,71.56252768
H,77.44900214,72.44730949
H,86.85370735,65.54332402
H,79.8065313,52.72317979
H,76.98827347,54.2027848
H,79.4793575,49.14101545
H,82.30415956,46.99090362
H,90.70069125,41.46670301
H,95.44348781,36.18970161
H,94.99748805,35.09530111
H,91.51784725,36.89026313
H,62.29264219,40.02953331
H,59.20347561,41.27067767
H,65.25639277,32.85410412
H,62.4447425,35.41499923
H,72.46240629,27.62426383
H,69.91942626,29.31109272
H,77.76285908,23.49137356
H,72.7784102,26.90053537
H,65.19831667,33.02717179
H,69.45985889,30.19703151
H,59.31505552,12.35431367
H,51.48771336,20.84361069
H,57.11244755,15.32178517
H,50.22441782,19.17096988
H,50.43386119,18.53487085
H,56.3803054,14.78845971
H,54.8635046,14.00961192
H,45.49985765,3.985426293
H,49.93674531,21.59009692
H,53.80987292,17.76641445
H,59.85267828,9.039949921
H,48.17565679,19.52121535
H,50.74171907,17.83840561
H,58.4597613,14.14866285
H,50.11459752,1.741461713
H,45.42038208,5.372408995
H,51.3532682,0.303872421
H,53.09170442,19.29003045
H,58.94316654,11.61287779
H,59.31099042,10.57213637
H,68.22219866,1.133880366
H,62.51177199,7.491232483
H,69.38005636,1.488132333
H,82.80024787,18.52937624
H,85.16033218,15.01836954
H,67.0958477,0.601490942
H,62.30775057,5.749974719
H,59.97041505,7.913310474
H,39.91163517,32.14402261
H,39.59650098,32.13613173
H,95.5934164,33.2341294
H,52.77228811,99.61347168
H,53.17861445,98.60386119
H,37.62705346,93.06067295
L,65.81554009,95.58837406
L,65.67226516,91.93340181
L,39.00271645,92.26183816
L,37.7953028,93.53245536
L,35.51390059,89.59919011
L,39.21945291,83.54348184
L,31.58820139,77.02805242
L,32.65777825,80.1138613
L,31.64159927,77.61083319
L,30.98714261,63.94402803
L,27.43963221,65.74446296
L,30.57836994,65.52194547
L,28.80940164,59.62100447
L,27.93951858,50.98506213
L,33.84994979,46.28447445
L,32.62846305,54.06372049
L,32.43865009,49.90301949
L,35.83829208,53.35148834
L,37.14204292,49.74198795
L,34.64454677,54.44410778
L,35.6754047,49.62564335
L,64.99458547,49.46217283
L,66.12914983,61.64371789
L,65.79065188,55.94537372
L,67.50178061,60.85022747
L,67.62951422,61.42910607
L,63.91006406,62.97233493
L,66.54935797,67.72558866
L,64.05154171,48.82009398
L,68.19328958,46.54354081
L,65.2783892,44.82035293
L,34.99766139,28.63299394
L,33.92376617,53.55868852
L,66.00445437,52.68466915
L,37.02325625,32.11848168
L,34.69827009,36.47535413
L,34.86344417,30.93927452
L,31.09006508,32.38375472
L,34.92130615,35.41843805
L,30.34336118,32.52456317
L,35.48332887,44.49163493
L,33.23491043,38.50248372
L,35.43994362,47.79751769
L,33.87350952,37.05602845
L,28.5641378,34.62639972
L,31.31954867,31.66399053
L,30.79617438,23.51903436
L,34.23335543,22.4959116
L,36.63078771,31.47683126
L,34.5486191,26.11108787
L,37.5196356,29.26760589
L,62.42569733,34.04420627
L,64.32038379,31.78562948
L,65.44553251,43.27349919
L,64.32563159,41.61597638
L,65.2643382,35.71754478
L,66.38870418,38.84474434
L,68.19142282,45.16948648
L,68.54066245,48.43852634
L,67.66143127,51.06858459
L,68.67551605,50.46523481
L,69.08170998,55.4740531
L,69.04871649,66.36604575
L,67.30822338,71.59029658
L,38.71489941,76.39697782
L,35.54809488,89.30497584
L,36.71067294,86.074967
L,64.91266244,87.64579606
L,66.06413574,89.20866858
L,64.93592948,87.07213812
L,67.02655071,76.22251533
L,65.31403223,77.93874403
L,64.29521778,84.12585721
L,38.79801214,74.61063043
L,34.67575731,79.63759877
L,30.71926194,58.81206008
L,34.10515093,64.12919723
L,33.42337185,67.09574336
L,66.31380967,98.93102704
L,65.30963145,98.16515684
L,65.71407607,99.28376395
L,67.59345319,90.95190982
L,66.38801732,89.28123047
L,67.80618811,91.68817735
L,70.96261031,86.51812135
L,71.99363717,78.82094807
L,72.47983433,80.80068306
L,74.07842923,72.95153085
L,72.03628802,69.71604842
L,72.99818627,59.66564471
L,74.81213123,57.58988376
L,73.02730502,46.27418787
L,77.06711193,51.48691819
L,75.01713687,46.62244265
L,76.66530773,38.44025097
L,77.91587423,45.92684338
L,73.74204608,39.12098532
L,75.32981579,32.83035192
L,63.41043551,38.37773561
L,68.85648667,43.08414721
L,66.33778505,33.30651
L,64.2037185,26.6441143
L,64.49863483,22.86350133
L,68.89099061,27.29620567
L,72.37152334,21.96163975
L,69.76542497,19.99985045
L,68.62131244,18.91567644
L,64.29773717,20.42874969
L,66.69926509,18.59108534
L,67.54452768,16.44793813
L,63.94695198,18.69284545
L,64.38819207,15.77281228
L,65.57004569,23.76575822
L,38.40283688,19.04685867
L,37.83236002,14.46948945
L,36.90416117,13.58381575
L,36.28614305,17.10577073
L,62.78663259,13.9189931
L,66.81767922,11.41249716
L,66.75502141,18.08530514
L,65.41552839,10.46351221
L,36.94633144,13.5143775
L,37.82543474,9.601034295
L,36.72283794,9.333302107
L,67.07332178,6.049214582
L,64.60181811,12.00191696
L,65.43728218,15.54538608
L,67.00402238,15.34582664
L,66.72419207,5.249805481
L,68.30761876,13.28091652
L,68.76804828,13.52145655
L,74.16727175,5.349880873
L,64.90035797,16.24525837
L,68.76343355,8.700572944
L,66.81691392,12.27329434
L,67.30934665,0.21700627
L,34.73182931,19.60179507
L,33.67444215,26.09049021
L,75.62725502,37.12875195
L,40.61012542,89.13623987
L,39.11436645,96.48175132
L,34.58382893,89.58890199
